                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.95902,                 1.8673,                0.83804,                0.85311,                0.78442,                0.70758,                0.78613,                0.61851,                0.68065,                0.55323,                0.62166,                 0.3377,                0.76969,                 1.8951,                0.79349,                0.84081,             0.00073579,             0.00073579,             0.00073579
                    101,                0.91953,                 1.8256,                0.82546,                0.85448,                0.77787,                0.68716,                0.77676,                0.60113,                0.66452,                0.55826,                0.61094,                0.33532,                0.80602,                 1.9733,                0.81118,                0.84326,             0.00072872,             0.00072872,             0.00072872
                    102,                0.95506,                 1.8687,                0.83349,                0.85561,                0.77861,                 0.6939,                0.77791,                0.59894,                0.66559,                0.55327,                0.61012,                0.33381,                0.81305,                 1.9642,                0.81543,                0.84367,             0.00072164,             0.00072164,             0.00072164
                    103,                0.91556,                 1.8136,                0.81095,                0.85367,                0.78079,                0.69935,                0.77914,                0.59457,                0.68019,                0.53841,                0.60201,                0.31985,                0.80137,                 1.9407,                0.82116,                0.84116,             0.00071457,             0.00071457,             0.00071457
                    104,                0.89017,                 1.8005,                0.80673,                0.85155,                 0.7831,                0.71137,                0.78648,                0.61336,                 0.6912,                 0.5532,                0.61921,                0.33955,                0.77409,                 1.9696,                 0.8085,                0.83956,              0.0007075,              0.0007075,              0.0007075
                    105,                0.93402,                 1.9308,                0.84113,                0.85088,                0.76664,                0.70544,                 0.7791,                0.59792,                0.66788,                0.55207,                0.61624,                0.33061,                0.84156,                 1.9581,                 0.8235,                 0.8477,             0.00070042,             0.00070042,             0.00070042
                    106,                0.96259,                 1.8772,                 0.8335,                0.85531,                0.75838,                0.70287,                0.77464,                 0.5962,                0.65487,                0.54755,                0.60871,                0.32478,                0.83124,                 1.9634,                 0.8274,                0.84802,             0.00069335,             0.00069335,             0.00069335
                    107,                0.89441,                 1.8425,                0.82015,                0.85057,                0.78766,                0.70342,                 0.7856,                0.61502,                 0.6735,                 0.5604,                 0.6209,                0.34672,                0.76992,                 1.9191,                0.80425,                0.84007,             0.00068628,             0.00068628,             0.00068628
                    108,                0.94259,                 1.8813,                0.82863,                0.85536,                0.78681,                0.70016,                0.78424,                0.60866,                0.67346,                 0.5563,                 0.6141,                0.33672,                0.78235,                 1.8763,                0.80833,                0.84126,              0.0006792,              0.0006792,              0.0006792
                    109,                0.90398,                 1.8158,                0.81952,                0.85343,                0.78701,                0.68141,                0.77541,                0.59734,                0.65946,                0.55958,                0.60931,                0.31816,                0.82067,                 1.9273,                0.82618,                0.84676,             0.00067213,             0.00067213,             0.00067213
                    110,                0.93257,                 1.8364,                0.80858,                 0.8533,                0.77205,                0.70078,                0.78128,                0.61487,                0.68385,                0.56241,                0.62589,                0.34464,                 0.7721,                 1.9269,                0.81422,                0.84073,             0.00066506,             0.00066506,             0.00066506
                    111,                0.90286,                 1.8277,                0.80975,                0.85034,                 0.7694,                0.70882,                0.78207,                0.61421,                 0.6531,                0.56612,                0.61443,                0.33088,                0.76621,                 1.9185,                0.80731,                0.84001,             0.00065798,             0.00065798,             0.00065798
                    112,                 0.9312,                 1.8888,                0.83014,                 0.8573,                  0.763,                0.70681,                0.78264,                0.60458,                0.65658,                0.55514,                0.60765,                0.31916,                0.79622,                 1.9325,                0.81264,                0.84184,             0.00065091,             0.00065091,             0.00065091
                    113,                0.88119,                 1.7881,                0.80141,                0.84792,                0.78766,                0.70044,                0.78709,                0.61702,                0.68239,                 0.5654,                0.62657,                0.34838,                0.77194,                 1.9805,                0.80527,                0.83777,             0.00064384,             0.00064384,             0.00064384
                    114,                 0.9192,                 1.9178,                0.81671,                0.85079,                0.78562,                0.70021,                0.78677,                0.62083,                0.67368,                0.57353,                0.63084,                0.35676,                0.75732,                 1.9934,                0.80626,                0.83683,             0.00063676,             0.00063676,             0.00063676
                    115,                0.87909,                  1.813,                0.80648,                0.85111,                0.76816,                0.68891,                0.77392,                 0.6013,                0.65436,                0.54857,                0.60396,                0.32437,                0.78268,                 1.9659,                0.81687,                0.84172,             0.00062969,             0.00062969,             0.00062969
                    116,                0.96614,                 1.8349,                0.82903,                0.85466,                0.77619,                0.70035,                0.78092,                0.59844,                0.66178,                0.55045,                0.60184,                0.32131,                0.81231,                 1.9714,                0.80906,                0.84273,             0.00062262,             0.00062262,             0.00062262
                    117,                0.88948,                 1.8183,                0.79226,                0.85082,                 0.7815,                0.70957,                0.78527,                0.61193,                0.66438,                0.55645,                0.61211,                0.33576,                 0.7702,                 1.9732,                0.79751,                   0.84,             0.00061554,             0.00061554,             0.00061554
                    118,                0.87493,                 1.7729,                0.79955,                0.84889,                0.79246,                0.70633,                0.78966,                0.62124,                0.66592,                0.55595,                0.61538,                0.33914,                0.75638,                 1.9353,                0.78607,                0.83984,             0.00060847,             0.00060847,             0.00060847
                    119,                0.89984,                 1.8009,                0.79784,                0.84648,                 0.7811,                0.70629,                0.78575,                0.60662,                0.65662,                0.55324,                0.60971,                0.32943,                0.80343,                 1.9411,                 0.7961,                 0.8438,             0.00060139,             0.00060139,             0.00060139
                    120,                 0.8594,                 1.7909,                0.80153,                0.85084,                0.77082,                0.70616,                0.78416,                0.60928,                0.68796,                0.53715,                0.61339,                0.33327,                0.79708,                 1.9242,                0.79573,                0.84484,             0.00059432,             0.00059432,             0.00059432
                    121,                0.88663,                 1.7685,                0.78155,                0.84743,                0.78392,                0.70065,                0.78593,                0.62054,                0.66878,                 0.5532,                0.61376,                0.33231,                0.76245,                 1.9207,                0.79709,                0.84038,             0.00058725,             0.00058725,             0.00058725
                    122,                0.88635,                 1.7732,                0.79117,                0.84884,                0.78083,                0.70508,                0.78634,                0.61795,                0.65782,                0.56635,                0.61862,                0.33305,                0.77048,                 1.9713,                0.80701,                 0.8397,             0.00058017,             0.00058017,             0.00058017
                    123,                 0.8945,                 1.7786,                0.78673,                0.84704,                0.79013,                0.71559,                 0.7948,                0.61947,                0.67664,                0.57634,                0.63457,                0.34032,                0.80001,                 1.9116,                0.79369,                0.84397,              0.0005731,              0.0005731,              0.0005731
                    124,                0.91748,                 1.8254,                0.80962,                0.85068,                 0.7915,                0.70775,                0.79396,                0.62343,                0.67088,                0.57441,                 0.6295,                0.33645,                 0.7725,                 1.8797,                0.78491,                0.84491,             0.00056603,             0.00056603,             0.00056603
                    125,                0.92297,                 1.8333,                0.80811,                0.85181,                0.78023,                0.71331,                0.79031,                0.62007,                0.67124,                0.55561,                0.61732,                0.33299,                0.76018,                 1.9151,                0.78861,                0.84009,             0.00055895,             0.00055895,             0.00055895
                    126,                0.93858,                 1.8469,                0.80064,                0.84594,                0.78529,                0.70687,                0.78835,                0.61823,                0.66533,                0.56038,                0.61583,                0.34124,                0.76314,                 1.9732,                 0.8001,                 0.8374,             0.00055188,             0.00055188,             0.00055188
                    127,                0.87359,                  1.796,                0.78908,                0.84728,                0.77438,                0.67343,                0.75969,                  0.592,                0.66992,                0.54062,                0.60615,                0.32911,                0.79876,                 1.9949,                0.81725,                0.84256,             0.00054481,             0.00054481,             0.00054481
                    128,                0.87719,                 1.7694,                0.78383,                0.85006,                0.77721,                0.67273,                0.76147,                 0.6026,                0.66685,                0.54726,                0.60937,                0.33664,                0.76331,                 1.9621,                0.79795,                0.84149,             0.00053773,             0.00053773,             0.00053773
                    129,                0.90683,                 1.8481,                0.79997,                0.84873,                0.77248,                0.70146,                0.78071,                0.61994,                 0.6737,                0.55022,                0.61327,                0.34718,                0.74533,                 1.9816,                0.80037,                 0.8403,             0.00053066,             0.00053066,             0.00053066
                    130,                0.88823,                 1.8194,                0.79428,                0.85412,                0.77257,                0.70606,                 0.7839,                0.62004,                0.67181,                0.54824,                 0.6115,                0.34273,                0.75143,                 1.9638,                0.80341,                0.84092,             0.00052359,             0.00052359,             0.00052359
                    131,                0.86944,                 1.7603,                 0.7761,                0.84661,                0.78277,                0.71072,                0.78754,                0.60956,                0.66244,                0.56183,                0.61599,                0.32948,                0.79367,                 1.8674,                0.78746,                0.84321,             0.00051651,             0.00051651,             0.00051651
                    132,                0.89527,                 1.7691,                0.78011,                0.84387,                0.77656,                0.71941,                0.78717,                0.61068,                0.65682,                0.57207,                0.62124,                0.33728,                0.79056,                 1.9219,                0.78805,                0.84159,             0.00050944,             0.00050944,             0.00050944
                    133,                0.85715,                 1.7675,                0.77942,                0.84669,                0.78661,                0.71634,                0.78688,                0.61104,                0.66471,                0.56832,                0.62048,                  0.341,                0.76963,                 1.9226,                0.78223,                 0.8404,             0.00050236,             0.00050236,             0.00050236
                    134,                0.89778,                 1.7634,                0.78452,                0.84812,                0.78539,                0.71633,                0.78626,                0.61246,                0.66822,                0.56079,                 0.6168,                0.33656,                0.76938,                 1.9106,                0.78136,                0.84216,             0.00049529,             0.00049529,             0.00049529
                    135,                0.92615,                 1.7889,                0.79466,                0.85389,                0.79125,                 0.7136,                 0.7882,                 0.6147,                0.66855,                0.56126,                0.61575,                0.33818,                0.77857,                 1.9584,                0.77959,                0.84178,             0.00048822,             0.00048822,             0.00048822
                    136,                0.84866,                 1.7865,                0.77621,                0.84763,                 0.7831,                0.70874,                0.78527,                 0.6131,                 0.6853,                0.56233,                0.62143,                0.34121,                0.78813,                 2.0401,                0.80004,                 0.8408,             0.00048114,             0.00048114,             0.00048114
                    137,                0.92216,                 1.7905,                0.79562,                0.84926,                0.78933,                 0.7121,                0.79236,                0.61921,                0.68204,                0.57034,                0.62902,                0.33777,                 0.7836,                 1.9248,                0.78747,                0.84141,             0.00047407,             0.00047407,             0.00047407
                    138,                0.88129,                 1.7505,                0.78759,                0.84737,                0.78941,                0.71357,                0.79556,                0.62339,                0.67218,                0.56864,                0.62717,                0.33428,                0.77635,                 1.8846,                0.77717,                0.84301,               0.000467,               0.000467,               0.000467
                    139,                0.89753,                 1.7859,                0.77531,                0.84341,                0.79279,                0.71216,                 0.7944,                0.62774,                0.67143,                0.55545,                0.61799,                0.34078,                0.75201,                 1.9162,                0.77364,                0.83866,             0.00045992,             0.00045992,             0.00045992
                    140,                 0.9042,                 1.7271,                0.77718,                0.85083,                0.79212,                 0.7151,                0.79349,                0.62109,                0.66128,                0.55646,                0.61269,                0.33715,                0.77748,                  1.955,                0.78452,                 0.8408,             0.00045285,             0.00045285,             0.00045285
                    141,                0.88342,                 1.7203,                0.76204,                 0.8463,                0.78543,                0.71664,                0.79207,                0.62571,                0.68108,                0.54854,                 0.6191,                0.33527,                0.76112,                 1.9241,                0.77206,                0.84183,             0.00044578,             0.00044578,             0.00044578
                    142,                0.86638,                 1.7407,                0.76531,                0.84401,                0.79063,                0.70651,                 0.7909,                 0.6248,                 0.6745,                0.56597,                0.62673,                0.34015,                0.75533,                 1.9149,                 0.7737,                0.84235,              0.0004387,              0.0004387,              0.0004387
                    143,                0.86757,                 1.7384,                0.76705,                0.84522,                0.79221,                0.70648,                0.78948,                0.61397,                0.65989,                0.57567,                0.62025,                0.33629,                0.76078,                 2.1588,                 0.8126,                0.84003,             0.00043163,             0.00043163,             0.00043163
                    144,                0.88432,                 1.7685,                0.77229,                0.84779,                0.77607,                0.70836,                0.78549,                 0.6039,                0.65337,                0.55311,                 0.6044,                0.32232,                0.77968,                  2.122,                0.82247,                0.84135,             0.00042456,             0.00042456,             0.00042456
                    145,                0.87188,                 1.7434,                0.77082,                0.84594,                0.77562,                0.71786,                0.78938,                 0.6136,                0.66484,                0.54453,                 0.6073,                0.32459,                0.77835,                 1.9175,                0.78683,                0.84238,             0.00041748,             0.00041748,             0.00041748
                    146,                 0.8645,                 1.7112,                0.76761,                0.84349,                0.76974,                0.72256,                0.79049,                0.61895,                0.67836,                0.55442,                0.62116,                0.33719,                0.76826,                  1.931,                 0.7782,                0.83969,             0.00041041,             0.00041041,             0.00041041
                    147,                 0.8717,                 1.7253,                 0.7587,                0.84754,                0.77757,                0.72341,                0.79375,                0.62017,                0.67526,                0.56869,                0.62963,                0.34084,                 0.7681,                 1.8986,                0.77196,                0.84017,             0.00040334,             0.00040334,             0.00040334
                    148,                0.84785,                  1.685,                0.75389,                 0.8412,                0.77144,                0.70801,                0.78636,                0.60903,                0.65866,                0.55192,                0.61266,                0.33019,                0.78074,                  1.906,                 0.7873,                0.84234,             0.00039626,             0.00039626,             0.00039626
                    149,                0.85763,                 1.7178,                 0.7713,                0.84543,                0.76344,                0.69988,                0.77648,                0.60116,                0.63079,                0.54837,                0.59511,                 0.3201,                0.78137,                 1.9717,                0.80355,                0.84173,             0.00038919,             0.00038919,             0.00038919
                    150,                0.87696,                  1.766,                0.76674,                0.84678,                 0.7696,                0.71194,                0.78541,                0.60805,                 0.6734,                0.53443,                0.60395,                0.32787,                0.78699,                 1.9572,                0.78357,                0.83987,             0.00038211,             0.00038211,             0.00038211
                    151,                0.88603,                 1.7873,                0.76366,                0.84664,                0.77006,                0.71586,                0.78356,                0.60141,                0.63385,                0.54217,                 0.5906,                0.31402,                0.81487,                 2.0574,                0.79008,                0.84276,             0.00037504,             0.00037504,             0.00037504
                    152,                0.87062,                 1.7967,                0.77493,                0.84201,                0.76891,                 0.7166,                0.78146,                0.60278,                0.61143,                0.53702,                0.57478,                0.30377,                0.80513,                 2.0552,                0.79822,                0.84392,             0.00036797,             0.00036797,             0.00036797
                    153,                0.91317,                 1.7931,                  0.793,                0.84576,                0.77367,                0.71248,                0.78889,                0.60759,                0.65203,                0.54033,                0.59939,                0.31211,                0.80386,                 1.9351,                0.78105,                0.84712,             0.00036089,             0.00036089,             0.00036089
                    154,                0.86878,                 1.7117,                0.76226,                0.84601,                0.76827,                0.70022,                0.78085,                0.60854,                0.65853,                0.54594,                 0.6059,                0.32064,                0.78189,                 1.9592,                0.79525,                0.84522,             0.00035382,             0.00035382,             0.00035382
                    155,                0.86096,                 1.7365,                0.76246,                0.84305,                0.77551,                0.70603,                 0.7835,                0.61836,                0.66841,                0.56718,                 0.6201,                0.33605,                0.75185,                 2.0501,                  0.804,                0.83858,             0.00034675,             0.00034675,             0.00034675
                    156,                0.90462,                 1.7591,                0.77182,                0.84858,                0.79512,                0.70474,                0.78991,                0.62087,                0.67214,                0.57098,                0.62396,                0.33905,                0.76765,                 2.0061,                0.78772,                 0.8385,             0.00033967,             0.00033967,             0.00033967
                    157,                0.86249,                 1.8087,                0.76433,                0.84288,                0.78929,                0.72032,                0.79215,                0.61329,                0.66365,                0.54765,                0.60896,                0.32685,                0.79279,                 1.9043,                0.76978,                 0.8408,              0.0003326,              0.0003326,              0.0003326
                    158,                0.84842,                  1.635,                0.75492,                0.84721,                0.78485,                0.71554,                0.78945,                0.60963,                0.65307,                0.54597,                0.60336,                0.32297,                0.79453,                 1.8812,                0.76936,                0.84231,             0.00032553,             0.00032553,             0.00032553
                    159,                0.88176,                 1.6759,                0.75112,                0.84773,                0.76979,                0.70878,                0.78408,                0.61683,                0.63761,                0.55911,                0.60803,                0.33113,                0.75631,                 1.8759,                0.77073,                0.84029,             0.00031845,             0.00031845,             0.00031845
                    160,                0.81563,                 1.6046,                0.72718,                0.84228,                0.76876,                0.70234,                0.78261,                0.62176,                0.64296,                0.55827,                0.61166,                0.33915,                 0.7418,                 1.9314,                0.78459,                0.83832,             0.00031138,             0.00031138,             0.00031138
                    161,                0.82743,                 1.7288,                0.75249,                 0.8413,                 0.7687,                0.70767,                0.78453,                0.61773,                0.66234,                0.56437,                0.62304,                 0.3425,                0.76735,                 2.0387,                0.80435,                0.83834,             0.00030431,             0.00030431,             0.00030431
                    162,                0.89243,                 1.6933,                0.75589,                0.84645,                0.77673,                0.71423,                0.78889,                0.61548,                0.66741,                0.55943,                0.61869,                0.33357,                0.78454,                 2.0071,                0.79676,                0.84004,             0.00029723,             0.00029723,             0.00029723
                    163,                 0.8511,                 1.6789,                0.74976,                0.84596,                0.78378,                0.71936,                0.79315,                0.61382,                0.65119,                0.56063,                0.61256,                0.32734,                0.78136,                 1.8988,                0.77587,                0.84069,             0.00029016,             0.00029016,             0.00029016
                    164,                0.84185,                 1.6813,                0.75027,                0.84286,                0.78411,                0.72051,                0.79235,                0.61849,                0.66395,                0.56427,                0.62053,                0.33718,                0.75861,                 1.8826,                0.76909,                0.83897,             0.00028308,             0.00028308,             0.00028308
                    165,                0.85659,                 1.6333,                0.73984,                0.84445,                 0.7865,                0.72234,                0.79378,                0.62375,                0.68123,                0.57154,                0.62992,                0.34923,                0.75032,                 1.9459,                0.76985,                0.83758,             0.00027601,             0.00027601,             0.00027601
                    166,                0.85154,                 1.7223,                0.74589,                0.84171,                0.79027,                0.72096,                0.79462,                0.62197,                 0.6801,                0.57072,                0.62974,                 0.3452,                0.76051,                 1.9345,                0.77274,                0.83885,             0.00026894,             0.00026894,             0.00026894
                    167,                0.87491,                 1.6849,                 0.7444,                0.84199,                0.77861,                0.71319,                0.78918,                0.61565,                 0.6594,                0.55052,                0.60809,                0.32402,                0.77544,                 1.9484,                0.78179,                 0.8424,             0.00026186,             0.00026186,             0.00026186
                    168,                0.85089,                 1.7072,                0.74208,                0.84071,                 0.7766,                0.71068,                0.78852,                0.61906,                0.64988,                0.55587,                0.60738,                0.32713,                0.76833,                 1.9621,                0.78144,                0.84162,             0.00025479,             0.00025479,             0.00025479
                    169,                0.86324,                 1.6548,                0.74233,                0.84057,                0.77475,                0.70621,                0.78699,                0.62597,                0.67461,                0.55331,                0.62125,                0.34571,                0.74076,                 1.9801,                0.77544,                0.83787,             0.00024772,             0.00024772,             0.00024772
                    170,                0.86991,                 1.6484,                0.74343,                0.83975,                0.78001,                0.71513,                0.79088,                0.62795,                0.68641,                0.55417,                0.62501,                0.34943,                0.74221,                  1.986,                 0.7674,                0.83716,             0.00024064,             0.00024064,             0.00024064
                    171,                  0.839,                 1.6533,                0.73127,                0.84022,                0.78637,                0.71769,                0.79157,                 0.6221,                0.66198,                0.55714,                0.61278,                0.33636,                0.75944,                    1.9,                0.76092,                0.83809,             0.00023357,             0.00023357,             0.00023357
                    172,                0.80971,                 1.6952,                0.73068,                 0.8342,                0.78226,                0.71611,                0.78999,                0.61603,                0.65354,                0.53702,                0.59993,                0.32561,                0.76785,                  1.902,                0.76555,                0.84017,              0.0002265,              0.0002265,              0.0002265
                    173,                0.84553,                 1.6394,                0.73179,                 0.8412,                0.77533,                0.71838,                0.78874,                 0.6149,                0.64669,                0.54428,                0.59916,                0.32343,                 0.7589,                 1.9389,                0.77109,                 0.8397,             0.00021942,             0.00021942,             0.00021942
                    174,                 0.8793,                 1.7317,                0.74209,                0.84076,                0.77665,                0.71789,                0.78933,                0.61798,                0.65515,                0.55559,                0.61058,                0.33212,                0.74856,                 1.9538,                0.77103,                0.83798,             0.00021235,             0.00021235,             0.00021235
                    175,                0.84593,                 1.6571,                0.74038,                0.84392,                0.78446,                0.71858,                0.79437,                0.62307,                0.67295,                0.56345,                0.62256,                0.34147,                0.75521,                 1.9388,                0.75996,                0.83939,             0.00020528,             0.00020528,             0.00020528
                    176,                0.81749,                 1.6537,                0.73463,                0.84522,                0.78819,                 0.7214,                0.79664,                0.62633,                0.67813,                0.56412,                0.62459,                 0.3403,                0.75834,                 1.8997,                0.75456,                0.84036,              0.0001982,              0.0001982,              0.0001982
                    177,                0.86905,                 1.6623,                0.73884,                0.84084,                0.77837,                0.72622,                0.79426,                0.62151,                0.66405,                0.55284,                0.61565,                0.32959,                0.77343,                 1.8714,                 0.7589,                0.84312,             0.00019113,             0.00019113,             0.00019113
                    178,                0.81879,                 1.6733,                0.72988,                0.83827,                0.78534,                0.71515,                0.79244,                0.62254,                0.65913,                0.55322,                 0.6119,                0.32986,                0.76049,                 1.8857,                0.76057,                0.84202,             0.00018406,             0.00018406,             0.00018406
                    179,                0.83626,                 1.6123,                0.73343,                0.84423,                0.78496,                 0.7078,                0.78911,                0.62324,                0.66211,                0.56058,                0.61642,                0.33866,                0.74586,                 1.9725,                0.77426,                0.83907,             0.00017698,             0.00017698,             0.00017698
                    180,                0.84265,                 1.6625,                0.73618,                0.84231,                0.78418,                0.70519,                0.78617,                0.62042,                0.67034,                 0.5567,                0.61515,                0.33895,                0.75052,                 1.9713,                 0.7763,                0.83831,             0.00016991,             0.00016991,             0.00016991
                    181,                0.85409,                 1.6705,                0.74533,                0.84397,                0.78336,                0.70662,                0.78668,                0.61864,                0.65843,                0.55773,                0.61389,                 0.3357,                0.76143,                 1.9105,                0.76497,                0.84026,             0.00016283,             0.00016283,             0.00016283
                    182,                0.85345,                 1.6402,                0.73508,                0.83837,                0.78212,                 0.7091,                0.78666,                0.61944,                0.66274,                0.55639,                0.61377,                0.33388,                0.76161,                 1.9037,                0.76139,                0.84131,             0.00015576,             0.00015576,             0.00015576
                    183,                0.86013,                 1.6388,                0.73518,                0.84183,                0.79026,                0.70719,                0.78935,                0.62464,                 0.6738,                0.55142,                0.61629,                0.33464,                0.74782,                 1.9253,                0.75917,                0.84003,             0.00014869,             0.00014869,             0.00014869
                    184,                0.84628,                  1.666,                 0.7336,                 0.8405,                0.79169,                0.70916,                0.79189,                 0.6276,                0.68163,                0.54639,                0.61751,                0.33659,                0.74221,                 1.9464,                0.76112,                0.83868,             0.00014161,             0.00014161,             0.00014161
                    185,                0.87064,                 1.6748,                0.74082,                0.84116,                0.79036,                0.71683,                0.79584,                0.62482,                0.67314,                0.55315,                0.61567,                0.33397,                0.75351,                 1.9675,                0.76203,                0.83809,             0.00013454,             0.00013454,             0.00013454
                    186,                0.86963,                 1.6386,                0.73702,                0.83869,                0.79103,                 0.7212,                0.79733,                0.62326,                0.66316,                0.55344,                0.61147,                0.32989,                 0.7614,                 1.9583,                0.76015,                0.83849,             0.00012747,             0.00012747,             0.00012747
                    187,                 0.8664,                 1.6755,                0.73491,                0.84018,                0.78053,                0.72612,                0.79632,                0.61951,                0.67201,                0.54012,                0.60664,                 0.3227,                0.77191,                 1.9291,                 0.7577,                0.84047,             0.00012039,             0.00012039,             0.00012039
                    188,                0.84646,                 1.6469,                0.73607,                0.83897,                0.78433,                0.72159,                0.79522,                0.61955,                0.67049,                0.54901,                0.61202,                0.32631,                0.76945,                 1.9194,                0.75767,                0.84101,             0.00011332,             0.00011332,             0.00011332
                    189,                 0.8556,                 1.5934,                  0.727,                0.84264,                0.79344,                0.71423,                0.79447,                0.62421,                 0.6703,                0.55959,                0.62002,                0.33808,                0.75369,                 1.9292,                0.75348,                0.83936,             0.00010625,             0.00010625,             0.00010625
                    190,                0.82236,                 1.6277,                0.72593,                0.84338,                0.79247,                0.71765,                0.79453,                 0.6254,                0.66972,                0.56619,                0.62432,                0.34333,                0.75238,                 1.9483,                 0.7539,                 0.8391,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.81755,                  1.612,                0.75839,                 0.8328,                0.79131,                0.71141,                0.79028,                0.62234,                0.65915,                 0.5697,                0.62161,                0.34225,                0.74891,                 1.9799,                0.76791,                0.83825,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.81643,                 1.6386,                0.77383,                0.83513,                0.78552,                0.71278,                0.78671,                0.61978,                0.66121,                0.56994,                0.61908,                0.34156,                0.74721,                 1.9899,                0.77711,                0.83885,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.76585,                 1.5606,                0.71684,                0.83137,                0.78194,                0.70584,                0.78248,                0.61902,                0.65247,                0.56302,                0.61099,                0.33897,                0.74544,                 1.9544,                0.77817,                0.83981,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.82217,                 1.5864,                0.73971,                0.83041,                0.78115,                 0.7062,                0.78152,                0.61708,                0.65481,                0.55431,                0.60721,                0.33692,                0.74796,                 1.9425,                0.77848,                0.83898,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.83283,                 1.6403,                0.77073,                0.83639,                0.77136,                0.70677,                 0.7792,                0.61142,                0.65816,                 0.5411,                 0.6006,                  0.332,                0.76274,                 1.9384,                0.78195,                0.84072,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.81208,                 1.6038,                0.73971,                0.82966,                0.77357,                0.70573,                0.77965,                0.61168,                0.65504,                0.54306,                0.60127,                0.33235,                0.76619,                 1.9399,                0.78363,                0.84094,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.78681,                 1.5943,                0.72775,                0.83472,                0.76775,                 0.7106,                0.77956,                0.61225,                0.65206,                0.54524,                0.60373,                0.33476,                0.76998,                 1.9412,                0.78392,                0.84239,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.82227,                 1.6339,                0.74493,                0.83288,                0.76965,                0.70918,                0.77964,                0.61233,                0.65793,                 0.5466,                0.60785,                0.33604,                 0.7703,                 1.9574,                0.78462,                 0.8424,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.81488,                  1.586,                0.74298,                0.83564,                0.77105,                0.71025,                0.78115,                0.61414,                0.65821,                0.55274,                0.61344,                0.33872,                0.76799,                 1.9788,                0.78521,                0.84238,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.79675,                 1.5781,                0.71668,                0.83211,                0.77307,                0.71106,                0.78276,                0.61616,                0.66756,                0.55178,                0.61623,                 0.3402,                0.76376,                 1.9872,                0.78374,                0.84211,             2.8437e-05,             2.8437e-05,             2.8437e-05
